"stcd","state_code","district","urbanindex","grouping","ballot_party","percent","winner","incumbent_party","Total.Population","Percentage.Women","Median.Household.Income","Mean.Household.Income","Median.Age","Percentage.Retirees..65..","Percentage.Bachelors.Degree.in.Population.over.25","Unemployment.Rate..16.and.over."
"MN-04","MN",4,12.31958,"Dense Suburban","REP",32.2640916570093,"false","DEM",700555,0.507,82138,114222,37.2,0.159739064,0.289,0.023
"MN-04","MN",4,12.31958,"Dense Suburban","DEM",67.592314163792,"true","DEM",700555,0.507,82138,114222,37.2,0.159739064,0.289,0.023
"MN-04","MN",4,12.31958,"Dense Suburban","",0.143594179198778,"","DEM",700555,0.507,82138,114222,37.2,0.159739064,0.289,0.023
"HI-01","HI",1,12.29852,"Dense Suburban","DEM",73.702910717128,"true","DEM",717738,0.497,96086,119586,40.9,0.205084585,0.242,0.021
"HI-01","HI",1,12.29852,"Dense Suburban","REP",26.297089282872,"false","DEM",717738,0.497,96086,119586,40.9,0.205084585,0.242,0.021
"HI-01","HI",1,12.29852,"Dense Suburban","",3.83337697611969,"","DEM",717738,0.497,96086,119586,40.9,0.205084585,0.242,0.021
"HI-01","HI",1,12.29852,"Dense Suburban","",0.0765032372678589,"","DEM",717738,0.497,96086,119586,40.9,0.205084585,0.242,0.021
"NJ-01","NJ",1,12.28513,"Dense Suburban","DEM",62.3354058351646,"true","DEM",766706,0.515,82670,111894,39.3,0.170873842,0.222,0.036
"NJ-01","NJ",1,12.28513,"Dense Suburban","LIB",0.690536170516875,"false","DEM",766706,0.515,82670,111894,39.3,0.170873842,0.222,0.036
"NJ-01","NJ",1,12.28513,"Dense Suburban","REP",35.1941183827339,"false","DEM",766706,0.515,82670,111894,39.3,0.170873842,0.222,0.036
"NJ-01","NJ",1,12.28513,"Dense Suburban","IND",0.286755641314252,"false","DEM",766706,0.515,82670,111894,39.3,0.170873842,0.222,0.036
"NJ-01","NJ",1,12.28513,"Dense Suburban","IND",1.49318397027032,"false","DEM",766706,0.515,82670,111894,39.3,0.170873842,0.222,0.036
"OR-03","OR",3,12.27807,"Dense Suburban","DEM",69.9291869688198,"true","DEM",687278,0.496,80939,110130,39.3,0.152385207,0.253,0.032
"OR-03","OR",3,12.27807,"Dense Suburban","REP",26.2964257221413,"false","DEM",687278,0.496,80939,110130,39.3,0.152385207,0.253,0.032
"OR-03","OR",3,12.27807,"Dense Suburban","PRO",3.62043160344703,"false","DEM",687278,0.496,80939,110130,39.3,0.152385207,0.253,0.032
"OR-03","OR",3,12.27807,"Dense Suburban","",0.153955705591856,"","DEM",687278,0.496,80939,110130,39.3,0.152385207,0.253,0.032
"TX-30","TX",30,12.2694,"Dense Suburban","LIB",1.03593646994953,"false","DEM",767034,0.517,67465,96136,33.6,0.114671579,0.179,0.028
"TX-30","TX",30,12.2694,"Dense Suburban","REP",21.7208732889044,"false","DEM",767034,0.517,67465,96136,33.6,0.114671579,0.179,0.028
"TX-30","TX",30,12.2694,"Dense Suburban","DEM",74.7181643427343,"true","DEM",767034,0.517,67465,96136,33.6,0.114671579,0.179,0.028
"TX-30","TX",30,12.2694,"Dense Suburban","IND",2.11619107765092,"false","DEM",767034,0.517,67465,96136,33.6,0.114671579,0.179,0.028
"TX-30","TX",30,12.2694,"Dense Suburban","W",0.408834820760832,"false","DEM",767034,0.517,67465,96136,33.6,0.114671579,0.179,0.028
"CA-39","CA",39,12.26121,"Dense Suburban","DEM",57.6730472579162,"true","REP",770106,0.501,84017,101185,32.9,0.109708274,0.119,0.037
"CA-39","CA",39,12.26121,"Dense Suburban","REP",42.3269527420838,"false","REP",770106,0.501,84017,101185,32.9,0.109708274,0.119,0.037
"IL-08","IL",8,12.2366,"Dense Suburban","DEM",56.8877735685158,"true","DEM",749823,0.498,91317,115163,40,0.155063262,0.267,0.028
"IL-08","IL",8,12.2366,"Dense Suburban","REP",43.1122264314842,"false","DEM",749823,0.498,91317,115163,40,0.155063262,0.267,0.028
"IN-07","IN",7,12.2291,"Dense Suburban","DEM",66.9648361685124,"true","DEM",747577,0.518,59595,86131,34.4,0.132387701,0.232,0.037
"IN-07","IN",7,12.2291,"Dense Suburban","REP",30.614796209613,"false","DEM",747577,0.518,59595,86131,34.4,0.132387701,0.232,0.037
"IN-07","IN",7,12.2291,"Dense Suburban","LIB",2.42036762187464,"false","DEM",747577,0.518,59595,86131,34.4,0.132387701,0.232,0.037
"NY-02","NY",2,12.21863,"Dense Suburban","DEM",37.4646631758168,"false","REP",775081,0.497,113994,140582,39.9,0.160596118,0.192,0.027
"NY-02","NY",2,12.21863,"Dense Suburban","REP",52.5225673808988,"true","REP",775081,0.497,113994,140582,39.9,0.160596118,0.192,0.027
"NY-02","NY",2,12.21863,"Dense Suburban","CON",8.18368723698159,"true","REP",775081,0.497,113994,140582,39.9,0.160596118,0.192,0.027
"NY-02","NY",2,12.21863,"Dense Suburban","WFP",1.79695782068168,"false","REP",775081,0.497,113994,140582,39.9,0.160596118,0.192,0.027
"NY-02","NY",2,12.21863,"Dense Suburban","",2.80245109062289,"","REP",775081,0.497,113994,140582,39.9,0.160596118,0.192,0.027
"NY-02","NY",2,12.21863,"Dense Suburban","",0.0425648109479906,"","REP",775081,0.497,113994,140582,39.9,0.160596118,0.192,0.027
"NY-02","NY",2,12.21863,"Dense Suburban","",0.032124385621125,"","REP",775081,0.497,113994,140582,39.9,0.160596118,0.192,0.027
"WA-01","WA",1,12.20153,"Dense Suburban","DEM",63.4817429643789,"true","DEM",782320,0.491,125412,176190,38,0.129732079,0.306,0.022
"WA-01","WA",1,12.20153,"Dense Suburban","REP",36.3916367847525,"false","DEM",782320,0.491,125412,176190,38,0.129732079,0.306,0.022
"WA-01","WA",1,12.20153,"Dense Suburban","",0.126620250868552,"","DEM",782320,0.491,125412,176190,38,0.129732079,0.306,0.022
"MI-11","MI",11,12.18432,"Dense Suburban","DEM",61.3189177970337,"true","DEM",769865,0.503,86379,125050,40.7,0.183963422,0.278,0.027
"MI-11","MI",11,12.18432,"Dense Suburban","REP",38.6810822029663,"false","DEM",769865,0.503,86379,125050,40.7,0.183963422,0.278,0.027
"FL-13","FL",13,12.18172,"Dense Suburban","LIB",1.8044421542047,"false","DEM",763693,0.517,65785,102181,51.5,0.281768983,0.221,0.022
"FL-13","FL",13,12.18172,"Dense Suburban","DEM",45.0527893753696,"false","DEM",763693,0.517,65785,102181,51.5,0.281768983,0.221,0.022
"FL-13","FL",13,12.18172,"Dense Suburban","REP",53.1369127438178,"true","DEM",763693,0.517,65785,102181,51.5,0.281768983,0.221,0.022
"FL-13","FL",13,12.18172,"Dense Suburban","W",0.00087835899117542,"false","DEM",763693,0.517,65785,102181,51.5,0.281768983,0.221,0.022
"FL-13","FL",13,12.18172,"Dense Suburban","W",0.00497736761666071,"false","DEM",763693,0.517,65785,102181,51.5,0.281768983,0.221,0.022
"GA-07","GA",7,12.16479,"Dense Suburban","REP",38.9467619758882,"false","DEM",776248,0.512,84547,111242,36.2,0.116447321,0.255,0.027
"GA-07","GA",7,12.16479,"Dense Suburban","DEM",61.0532380241118,"true","DEM",776248,0.512,84547,111242,36.2,0.116447321,0.255,0.027
"FL-14","FL",14,12.15817,"Dense Suburban","DEM",56.8987399492332,"true","DEM",782155,0.505,70955,113446,39,0.165459532,0.26,0.028
"FL-14","FL",14,12.15817,"Dense Suburban","REP",43.1012600507668,"false","DEM",782155,0.505,70955,113446,39,0.165459532,0.26,0.028
"PA-12","PA",12,12.1425,"Dense Suburban","DEM",56.1968230783276,"true","REP",758799,0.507,68078,97284,39.7,0.202726941,0.241,0.03
"PA-12","PA",12,12.1425,"Dense Suburban","REP",43.8031769216724,"false","REP",758799,0.507,68078,97284,39.7,0.202726941,0.241,0.03
"GA-04","GA",4,12.11052,"Dense Suburban","REP",21.5147623297561,"false","DEM",781395,0.525,73742,107398,36.6,0.137351788,0.229,0.034
"GA-04","GA",4,12.11052,"Dense Suburban","DEM",78.4852376702439,"true","DEM",781395,0.525,73742,107398,36.6,0.137351788,0.229,0.034
"AZ-05","AZ",5,12.09759,"Dense Suburban","REP",56.7380826518238,"true","REP",835596,0.503,101489,133517,38.3,0.165972551,0.257,0.018
"AZ-05","AZ",5,12.09759,"Dense Suburban","DEM",37.3901551665164,"false","REP",835596,0.503,101489,133517,38.3,0.165972551,0.257,0.018
"AZ-05","AZ",5,12.09759,"Dense Suburban","IND",5.86181162349575,"false","REP",835596,0.503,101489,133517,38.3,0.165972551,0.257,0.018
"AZ-05","AZ",5,12.09759,"Dense Suburban","W",0.00995055816412202,"false","REP",835596,0.503,101489,133517,38.3,0.165972551,0.257,0.018
"KY-03","KY",3,12.09429,"Dense Suburban","DEM",61.9907776583573,"true","DEM",742826,0.513,63327,94222,38.3,0.173977486,0.214,0.033
"KY-03","KY",3,12.09429,"Dense Suburban","REP",37.9976655225416,"false","DEM",742826,0.513,63327,94222,38.3,0.173977486,0.214,0.033
"KY-03","KY",3,12.09429,"Dense Suburban","W",0.0115568191011106,"false","DEM",742826,0.513,63327,94222,38.3,0.173977486,0.214,0.033
"NV-04","NV",4,12.07472,"Dense Suburban","DEM",52.4151972924261,"true","DEM",821679,0.497,70338,90471,36.9,0.153144963,0.143,0.037
"NV-04","NV",4,12.07472,"Dense Suburban","REP",47.5848027075739,"false","DEM",821679,0.497,70338,90471,36.9,0.153144963,0.143,0.037
"AZ-01","AZ",1,12.05529,"Dense Suburban","REP",50.441936831389,"true","DEM",799436,0.507,91562,142247,43.9,0.210979991,0.323,0.021
"AZ-01","AZ",1,12.05529,"Dense Suburban","DEM",49.558063168611,"false","DEM",799436,0.507,91562,142247,43.9,0.210979991,0.323,0.021
"VA-03","VA",3,12.041,"Dense Suburban","DEM",67.1922059177291,"true","DEM",781088,0.51,63075,80940,34.5,0.142555,0.17,0.039
"VA-03","VA",3,12.041,"Dense Suburban","REP",32.5561703151311,"false","DEM",781088,0.51,63075,80940,34.5,0.142555,0.17,0.039
"VA-03","VA",3,12.041,"Dense Suburban","",0.251623767139764,"","DEM",781088,0.51,63075,80940,34.5,0.142555,0.17,0.039
"RI-01","RI",1,12.00113,"Dense Suburban","DEM",64.0052573149412,"true","DEM",543189,0.514,78966,110258,39.9,0.187036188,0.238,0.029
"RI-01","RI",1,12.00113,"Dense Suburban","REP",35.7644161445506,"false","DEM",543189,0.514,78966,110258,39.9,0.187036188,0.238,0.029
"RI-01","RI",1,12.00113,"Dense Suburban","",0.230326540508122,"","DEM",543189,0.514,78966,110258,39.9,0.187036188,0.238,0.029
"CA-10","CA",10,11.99965,"Dense Suburban","DEM",78.9303047179569,"true","DEM",754064,0.504,143122,197073,41.4,0.171409854,0.319,0.026
"CA-10","CA",10,11.99965,"Dense Suburban","GRE",21.0696952820431,"false","DEM",754064,0.504,143122,197073,41.4,0.171409854,0.319,0.026
"FL-28","FL",28,11.99153,"Dense Suburban","REP",63.678427658063,"true","new_seat",740547,0.503,73429,95459,41.4,0.174433223,0.198,0.017
"FL-28","FL",28,11.99153,"Dense Suburban","DEM",36.3083116268056,"false","new_seat",740547,0.503,73429,95459,41.4,0.174433223,0.198,0.017
"FL-28","FL",28,11.99153,"Dense Suburban","W",0.0132607151314232,"false","new_seat",740547,0.503,73429,95459,41.4,0.174433223,0.198,0.017
"TX-16","TX",16,11.98973,"Dense Suburban","DEM",63.4634807569636,"true","DEM",773386,0.505,53477,75234,33.6,0.132839229,0.177,0.035
"TX-16","TX",16,11.98973,"Dense Suburban","REP",36.5365192430364,"false","DEM",773386,0.505,53477,75234,33.6,0.132839229,0.177,0.035
"NJ-12","NJ",12,11.95689,"Dense Suburban","DEM",63.1230861587977,"true","DEM",767218,0.508,109146,148551,40.9,0.165942405,0.267,0.037
"NJ-12","NJ",12,11.95689,"Dense Suburban","REP",35.9058049609791,"false","DEM",767218,0.508,109146,148551,40.9,0.165942405,0.267,0.037
"NJ-12","NJ",12,11.95689,"Dense Suburban","LIB",0.971108880223178,"false","DEM",767218,0.508,109146,148551,40.9,0.165942405,0.267,0.037
"NE-02","NE",2,11.95222,"Dense Suburban","REP",51.3341231147765,"true","REP",658116,0.5,77535,110786,35.9,0.141046563,0.264,0.019
"NE-02","NE",2,11.95222,"Dense Suburban","DEM",48.6658768852235,"false","REP",658116,0.5,77535,110786,35.9,0.141046563,0.264,0.019
"TX-35","TX",35,11.94555,"Dense Suburban","REP",27.4231665247973,"false","DEM",802077,0.496,71075,88525,33.2,0.092351482,0.231,0.031
"TX-35","TX",35,11.94555,"Dense Suburban","DEM",72.5768334752027,"true","DEM",802077,0.496,71075,88525,33.2,0.092351482,0.231,0.031
"OH-01","OH",1,11.9257,"Dense Suburban","REP",47.2412420650715,"false","REP",790801,0.511,74773,115110,37.2,0.156945932,0.263,0.021
"OH-01","OH",1,11.9257,"Dense Suburban","DEM",52.7587579349285,"true","REP",790801,0.511,74773,115110,37.2,0.156945932,0.263,0.021
"NC-14","NC",14,11.90635,"Dense Suburban","DEM",57.7058567925758,"true","new_seat",766123,0.516,81717,127063,36.8,0.134105098,0.33,0.022
"NC-14","NC",14,11.90635,"Dense Suburban","REP",42.2941432074242,"false","new_seat",766123,0.516,81717,127063,36.8,0.134105098,0.33,0.022
"CA-08","CA",8,11.90436,"Dense Suburban","DEM",75.7285242147448,"true","REP",748189,0.511,91501,120329,38.7,0.166381756,0.2,0.039
"CA-08","CA",8,11.90436,"Dense Suburban","REP",24.2714757852552,"false","REP",748189,0.511,91501,120329,38.7,0.166381756,0.2,0.039
"MN-03","MN",3,11.89663,"Dense Suburban","REP",40.3679313370528,"false","DEM",700754,0.504,100867,142010,41.4,0.185129161,0.329,0.021
"MN-03","MN",3,11.89663,"Dense Suburban","DEM",59.5598959035221,"true","DEM",700754,0.504,100867,142010,41.4,0.185129161,0.329,0.021
"MN-03","MN",3,11.89663,"Dense Suburban","",0.0721727594251335,"","DEM",700754,0.504,100867,142010,41.4,0.185129161,0.329,0.021
"MO-05","MO",5,11.89316,"Dense Suburban","DEM",61.0214482444536,"true","DEM",773627,0.513,61184,86890,37.1,0.163878717,0.222,0.023
"MO-05","MO",5,11.89316,"Dense Suburban","REP",36.4372926199822,"false","DEM",773627,0.513,61184,86890,37.1,0.163878717,0.222,0.023
"MO-05","MO",5,11.89316,"Dense Suburban","LIB",2.54125913556418,"false","DEM",773627,0.513,61184,86890,37.1,0.163878717,0.222,0.023
"CT-04","CT",4,11.88718,"Dense Suburban","DEM",59.4119042374748,"true","DEM",710465,0.507,106972,190234,41.1,0.170174463,0.281,0.034
"CT-04","CT",4,11.88718,"Dense Suburban","REP",39.5321156876366,"false","DEM",710465,0.507,106972,190234,41.1,0.170174463,0.281,0.034
"CT-04","CT",4,11.88718,"Dense Suburban","IND",1.0559800748886,"false","DEM",710465,0.507,106972,190234,41.1,0.170174463,0.281,0.034
"CA-49","CA",49,11.85506,"Dense Suburban","DEM",52.6302980444582,"true","DEM",752364,0.488,109380,150874,40,0.179736138,0.306,0.026
"CA-49","CA",49,11.85506,"Dense Suburban","REP",47.3697019555418,"false","DEM",752364,0.488,109380,150874,40,0.179736138,0.306,0.026
"PA-04","PA",4,11.84089,"Dense Suburban","DEM",61.2890385375629,"true","DEM",780519,0.508,103922,142093,42.1,0.197874747,0.274,0.021
"PA-04","PA",4,11.84089,"Dense Suburban","REP",38.7109614624371,"false","DEM",780519,0.508,103922,142093,42.1,0.197874747,0.274,0.021
"NY-01","NY",1,11.83754,"Dense Suburban","DEM",42.373704917005,"false","REP",775158,0.509,126171,166414,44,0.20377652,0.245,0.024
"NY-01","NY",1,11.83754,"Dense Suburban","REP",48.2910390444991,"true","REP",775158,0.509,126171,166414,44,0.20377652,0.245,0.024
"NY-01","NY",1,11.83754,"Dense Suburban","CON",7.20826345240521,"true","REP",775158,0.509,126171,166414,44,0.20377652,0.245,0.024
"NY-01","NY",1,11.83754,"Dense Suburban","WFP",2.11194532829668,"false","REP",775158,0.509,126171,166414,44,0.20377652,0.245,0.024
"NY-01","NY",1,11.83754,"Dense Suburban","",2.50505493816518,"","REP",775158,0.509,126171,166414,44,0.20377652,0.245,0.024
"NY-01","NY",1,11.83754,"Dense Suburban","",0.0206899794667628,"","REP",775158,0.509,126171,166414,44,0.20377652,0.245,0.024
"NY-01","NY",1,11.83754,"Dense Suburban","",0.0150472577940093,"","REP",775158,0.509,126171,166414,44,0.20377652,0.245,0.024
"MA-06","MA",6,11.83451,"Dense Suburban","DEM",62.8787518130259,"true","DEM",771813,0.511,106226,149868,43.2,0.201604534,0.279,0.021
"MA-06","MA",6,11.83451,"Dense Suburban","REP",35.1560392407032,"false","DEM",771813,0.511,106226,149868,43.2,0.201604534,0.279,0.021
"MA-06","MA",6,11.83451,"Dense Suburban","UN",1.90268534122972,"false","DEM",771813,0.511,106226,149868,43.2,0.201604534,0.279,0.021
"MA-06","MA",6,11.83451,"Dense Suburban","",0.0625236050412434,"","DEM",771813,0.511,106226,149868,43.2,0.201604534,0.279,0.021
"MA-06","MA",6,11.83451,"Dense Suburban","",2.52347808976105,"","DEM",771813,0.511,106226,149868,43.2,0.201604534,0.279,0.021
"NC-02","NC",2,11.81898,"Dense Suburban","DEM",64.6775347696774,"true","REP",779106,0.508,96138,133177,36.8,0.127126476,0.368,0.016
"NC-02","NC",2,11.81898,"Dense Suburban","REP",35.3224652303226,"false","REP",779106,0.508,96138,133177,36.8,0.127126476,0.368,0.016
"MD-02","MD",2,11.81179,"Dense Suburban","REP",40.6338243292578,"false","DEM",772153,0.524,92468,124196,40.5,0.183183903,0.262,0.025
"MD-02","MD",2,11.81179,"Dense Suburban","DEM",59.231691961525,"true","DEM",772153,0.524,92468,124196,40.5,0.183183903,0.262,0.025
"MD-02","MD",2,11.81179,"Dense Suburban","",0.134483709217163,"","DEM",772153,0.524,92468,124196,40.5,0.183183903,0.262,0.025
"MD-03","MD",3,11.8092,"Dense Suburban","REP",39.7120047187605,"false","DEM",777611,0.508,119418,154016,40.2,0.1614239,0.29,0.019
"MD-03","MD",3,11.8092,"Dense Suburban","DEM",60.1895734597156,"true","DEM",777611,0.508,119418,154016,40.2,0.1614239,0.29,0.019
"MD-03","MD",3,11.8092,"Dense Suburban","",0.0984218215238579,"","DEM",777611,0.508,119418,154016,40.2,0.1614239,0.29,0.019
"NY-25","NY",25,11.80862,"Dense Suburban","DEM",49.5406312866574,"true","DEM",768169,0.514,67775,96132,39.7,0.190499747,0.215,0.029
"NY-25","NY",25,11.80862,"Dense Suburban","REP",38.2547530671805,"false","DEM",768169,0.514,67775,96132,39.7,0.190499747,0.215,0.029
"NY-25","NY",25,11.80862,"Dense Suburban","CON",7.85566542940526,"false","DEM",768169,0.514,67775,96132,39.7,0.190499747,0.215,0.029
"NY-25","NY",25,11.80862,"Dense Suburban","WFP",4.30219873629332,"true","DEM",768169,0.514,67775,96132,39.7,0.190499747,0.215,0.029
"NY-25","NY",25,11.80862,"Dense Suburban","",0.912716402686085,"","DEM",768169,0.514,67775,96132,39.7,0.190499747,0.215,0.029
"NY-25","NY",25,11.80862,"Dense Suburban","",0.0244382738786728,"","DEM",768169,0.514,67775,96132,39.7,0.190499747,0.215,0.029
"NY-25","NY",25,11.80862,"Dense Suburban","",0.046751480463548,"","DEM",768169,0.514,67775,96132,39.7,0.190499747,0.215,0.029
"CT-03","CT",3,11.80288,"Dense Suburban","DEM",56.8404828333697,"true","DEM",735042,0.511,86205,120600,39.9,0.179546203,0.2,0.028
"CT-03","CT",3,11.80288,"Dense Suburban","REP",40.6773514224133,"false","DEM",735042,0.511,86205,120600,39.9,0.179546203,0.2,0.028
"CT-03","CT",3,11.80288,"Dense Suburban","IND",1.67153648655889,"false","DEM",735042,0.511,86205,120600,39.9,0.179546203,0.2,0.028
"CT-03","CT",3,11.80288,"Dense Suburban","GRE",0.810629257658118,"false","DEM",735042,0.511,86205,120600,39.9,0.179546203,0.2,0.028
"TN-09","TN",9,11.79929,"Dense Suburban","DEM",70.0428620499111,"true","DEM",756975,0.525,53183,75182,34.8,0.142098484,0.179,0.037
"TN-09","TN",9,11.79929,"Dense Suburban","IND",2.50078406188862,"false","DEM",756975,0.525,53183,75182,34.8,0.142098484,0.179,0.037
"TN-09","TN",9,11.79929,"Dense Suburban","REP",26.2272435370899,"false","DEM",756975,0.525,53183,75182,34.8,0.142098484,0.179,0.037
"TN-09","TN",9,11.79929,"Dense Suburban","IND",0.866201705521289,"false","DEM",756975,0.525,53183,75182,34.8,0.142098484,0.179,0.037
"TN-09","TN",9,11.79929,"Dense Suburban","IND",0.362161919980884,"false","DEM",756975,0.525,53183,75182,34.8,0.142098484,0.179,0.037
"TN-09","TN",9,11.79929,"Dense Suburban","W",0.000746725608208008,"false","DEM",756975,0.525,53183,75182,34.8,0.142098484,0.179,0.037
"NC-12","NC",12,11.79664,"Dense Suburban","DEM",62.7463065187488,"true","DEM",770376,0.513,73841,107655,35.8,0.123180109,0.282,0.024
"NC-12","NC",12,11.79664,"Dense Suburban","REP",37.2536934812512,"false","DEM",770376,0.513,73841,107655,35.8,0.123180109,0.282,0.024
"MA-04","MA",4,11.77869,"Dense Suburban","DEM",96.9286389890483,"true","DEM",782122,0.515,110374,165007,40.3,0.166950936,0.255,0.03
"MA-04","MA",4,11.77869,"Dense Suburban","",3.07136101095166,"","DEM",782122,0.515,110374,165007,40.3,0.166950936,0.255,0.03
"MA-04","MA",4,11.77869,"Dense Suburban","",39.9896292953202,"","DEM",782122,0.515,110374,165007,40.3,0.166950936,0.255,0.03
"LA-02","LA",2,11.77477,"Dense Suburban","DEM",77.1140275156428,"true","DEM",727277,0.519,48015,76074,39,0.166924019,0.16,0.041
"LA-02","LA",2,11.77477,"Dense Suburban","REP",22.8859724843572,"false","DEM",727277,0.519,48015,76074,39,0.166924019,0.16,0.041
"CO-08","CO",8,11.73294,"Dense Suburban","DEM",48.3824163924163,"true","new_seat",737452,0.495,92047,114194,35.4,0.121652663,0.198,0.026
"CO-08","CO",8,11.73294,"Dense Suburban","REP",47.6920669029873,"false","new_seat",737452,0.495,92047,114194,35.4,0.121652663,0.198,0.026
"CO-08","CO",8,11.73294,"Dense Suburban","LIB",3.92551670459641,"false","new_seat",737452,0.495,92047,114194,35.4,0.121652663,0.198,0.026
"CA-21","CA",21,11.73072,"Dense Suburban","DEM",54.1787706829451,"true","REP",748904,0.494,61213,82126,32,0.112003675,0.121,0.051
"CA-21","CA",21,11.73072,"Dense Suburban","REP",45.8212293170549,"false","REP",748904,0.494,61213,82126,32,0.112003675,0.121,0.051
"CT-01","CT",1,11.72734,"Dense Suburban","DEM",59.3953581809908,"true","DEM",718849,0.516,80371,111086,40.2,0.18023674,0.22,0.034
"CT-01","CT",1,11.72734,"Dense Suburban","REP",37.5158355643201,"false","DEM",718849,0.516,80371,111086,40.2,0.18023674,0.22,0.034
"CT-01","CT",1,11.72734,"Dense Suburban","WFP",1.91994686630069,"true","DEM",718849,0.516,80371,111086,40.2,0.18023674,0.22,0.034
"CT-01","CT",1,11.72734,"Dense Suburban","GRE",1.16885938838848,"false","DEM",718849,0.516,80371,111086,40.2,0.18023674,0.22,0.034
"WA-10","WA",10,11.72351,"Dense Suburban","DEM",56.9729745880455,"true","DEM",788452,0.498,88325,106415,36.5,0.154979631,0.188,0.026
"WA-10","WA",10,11.72351,"Dense Suburban","REP",42.8675470965236,"false","DEM",788452,0.498,88325,106415,36.5,0.154979631,0.188,0.026
"WA-10","WA",10,11.72351,"Dense Suburban","",0.159478315430928,"","DEM",788452,0.498,88325,106415,36.5,0.154979631,0.188,0.026
"PA-01","PA",1,11.71746,"Dense Suburban","REP",54.8671675104796,"true","REP",760257,0.503,104881,143185,44.2,0.206389418,0.254,0.021
"PA-01","PA",1,11.71746,"Dense Suburban","DEM",45.1328324895204,"false","REP",760257,0.503,104881,143185,44.2,0.206389418,0.254,0.021
"IL-10","IL",10,11.70691,"Dense Suburban","REP",36.9991534697417,"false","DEM",744016,0.496,98057,145104,40.2,0.168745027,0.259,0.02
"IL-10","IL",10,11.70691,"Dense Suburban","DEM",63.0008465302583,"true","DEM",744016,0.496,98057,145104,40.2,0.168745027,0.259,0.02
"FL-15","FL",15,11.70438,"Dense Suburban","REP",58.5433010554154,"true","REP",817831,0.503,67704,96929,38.9,0.166025744,0.213,0.028
"FL-15","FL",15,11.70438,"Dense Suburban","DEM",41.4566989445846,"false","REP",817831,0.503,67704,96929,38.9,0.166025744,0.213,0.028
"UT-04","UT",4,11.70206,"Dense Suburban","DEM",32.3472106872813,"false","REP",874074,0.488,100006,114708,31.5,0.09894128,0.236,0.021
"UT-04","UT",4,11.70206,"Dense Suburban","REP",61.0527475901267,"true","REP",874074,0.488,100006,114708,31.5,0.09894128,0.236,0.021
"UT-04","UT",4,11.70206,"Dense Suburban","UUP",6.58902066055523,"false","REP",874074,0.488,100006,114708,31.5,0.09894128,0.236,0.021
"UT-04","UT",4,11.70206,"Dense Suburban","W",0.011021062036771,"false","REP",874074,0.488,100006,114708,31.5,0.09894128,0.236,0.021
"CA-27","CA",27,11.69082,"Dense Suburban","REP",53.2394308860347,"true","DEM",737592,0.504,98123,126171,37.9,0.139512088,0.195,0.038
"CA-27","CA",27,11.69082,"Dense Suburban","DEM",46.7605691139653,"false","DEM",737592,0.504,98123,126171,37.9,0.139512088,0.195,0.038
"NJ-04","NJ",4,11.69053,"Dense Suburban","DEM",31.3686950208911,"false","REP",786940,0.514,90090,130419,41.6,0.216282055,0.26,0.027
"NJ-04","NJ",4,11.69053,"Dense Suburban","LIB",0.734470694542056,"false","REP",786940,0.514,90090,130419,41.6,0.216282055,0.26,0.027
"NJ-04","NJ",4,11.69053,"Dense Suburban","REP",66.9163815540504,"true","REP",786940,0.514,90090,130419,41.6,0.216282055,0.26,0.027
"NJ-04","NJ",4,11.69053,"Dense Suburban","IND",0.349472123323113,"false","REP",786940,0.514,90090,130419,41.6,0.216282055,0.26,0.027
"NJ-04","NJ",4,11.69053,"Dense Suburban","IND",0.168750627505194,"false","REP",786940,0.514,90090,130419,41.6,0.216282055,0.26,0.027
"NJ-04","NJ",4,11.69053,"Dense Suburban","IND",0.46222997968814,"false","REP",786940,0.514,90090,130419,41.6,0.216282055,0.26,0.027
"GA-13","GA",13,11.68632,"Dense Suburban","REP",18.2256552891737,"false","DEM",767394,0.531,71993,89033,36.4,0.115705883,0.193,0.033
"GA-13","GA",13,11.68632,"Dense Suburban","DEM",81.7743447108263,"true","DEM",767394,0.531,71993,89033,36.4,0.115705883,0.193,0.033
"CA-26","CA",26,11.6762,"Dense Suburban","DEM",54.5303883074205,"true","DEM",758064,0.506,107265,147543,39.4,0.170844414,0.238,0.028
"CA-26","CA",26,11.6762,"Dense Suburban","REP",45.4696116925795,"false","DEM",758064,0.506,107265,147543,39.4,0.170844414,0.238,0.028
"CA-18","CA",18,11.6734,"Dense Suburban","DEM",65.8530951139506,"true","DEM",734686,0.482,96509,125896,34.5,0.122027642,0.169,0.029
"CA-18","CA",18,11.6734,"Dense Suburban","REP",34.1469048860494,"false","DEM",734686,0.482,96509,125896,34.5,0.122027642,0.169,0.029
"TX-12","TX",12,11.67191,"Dense Suburban","REP",64.2716374133852,"true","REP",803772,0.502,78999,106993,36.5,0.142223168,0.229,0.025
"TX-12","TX",12,11.67191,"Dense Suburban","DEM",35.7283625866148,"false","REP",803772,0.502,78999,106993,36.5,0.142223168,0.229,0.025
"GA-06","GA",6,11.6706,"Dense Suburban","REP",62.2217276494896,"true","DEM",790519,0.504,123105,159602,40.2,0.150852794,0.359,0.019
"GA-06","GA",6,11.6706,"Dense Suburban","DEM",37.7782723505104,"false","DEM",790519,0.504,123105,159602,40.2,0.150852794,0.359,0.019
